date,Meteo Agrate
2021-12-02,1.7465921774562776
2021-12-03,2.7370274664255416
2021-12-04,2.052770599819156
2021-12-05,1.539577949864367
2021-12-06,1.1546834623982751
2021-12-07,0.8660125967987063
2021-12-08,0.6495094475990297
2021-12-09,0.48713208569927224
2021-12-10,0.6778490642744542
2021-12-11,1.1958867982058408
2021-12-12,2.292748431987714
2021-12-13,4.011227990657452
2021-12-14,3.8284209929930886
2021-12-15,2.9233990780781496
2021-12-16,2.473799308558612
2021-12-17,2.2199328147522923
2021-12-18,1.7482829443975525
2021-12-19,1.5612122082981645
2021-12-20,2.327159156223624
2021-12-21,1.7953693671677178
2021-12-22,2.2111103587091216
2021-12-23,3.4083327690318415
2021-12-24,3.3687495767738813
2021-12-25,3.2661455159137445
2021-12-26,3.897525803601975
2021-12-27,3.246061019368148
2021-12-28,2.954545764526111
2021-12-29,3.1846593233945835
2021-12-30,2.9509944925459375
2021-12-31,2.6924125360761195
2022-01-01,3.0609760687237566
2022-01-02,3.9207320515428177
2022-01-03,3.54471570532378
2022-01-04,3.698536778992835
2022-01-05,5.1176525842446265
2022-01-06,6.390322771516804
2022-01-07,5.032325411970935
2022-01-08,5.315910725644867
2022-01-09,5.320266377566983
2022-01-10,4.094366449841904
2022-01-11,3.540774837381428
2022-01-12,3.4576644613694048
2022-01-13,3.9994983460270537
2022-01-14,3.4058737595202904
2022-01-15,2.5544053196402174
2022-01-16,1.9158039897301629
2022-01-17,1.4368529922976219
2022-01-18,1.8576397442232166
2022-01-19,2.0286464748340793
2022-01-20,2.250651522792226
2022-01-21,2.010905308760836
2022-01-22,2.768595648237294
2022-01-23,4.232696736177971
2022-01-24,4.393272552133478
2022-01-25,3.2949544141001086
2022-01-26,2.471215810575081
2022-01-27,1.8534118579313108
2022-01-28,1.390058893448483
2022-01-29,2.4071275034196957
2022-01-30,1.951178960898105
2022-01-31,1.640467554006912
2022-02-01,1.230350665505184
2022-02-02,0.9227629991288879
2022-02-03,0.6920722493466659
2022-02-04,1.1232208536766661
2022-02-05,3.4257489735908337
2022-02-06,2.9026450635264585
2022-02-07,2.395733797644844
2022-02-08,3.796800348233633
2022-02-09,2.8476002611752245
2022-02-10,2.135700195881418
2022-02-11,1.8726084802443967
2022-02-12,3.112789693516631
2022-02-13,2.522092270137473
2022-02-14,2.495735869269771
2022-02-15,2.281801901952328
2022-02-16,3.0134347597975797
2022-02-17,2.437159403181518
2022-02-18,2.275786219052805
2022-02-19,1.7068396642896035
2022-02-20,1.2801297482172025
2022-02-21,0.9600973111629018
2022-02-22,0.7200729833721762
2022-02-23,0.5400547375291321
2022-02-24,0.4050410531468491
2022-02-25,0.3037807898601368
2022-02-26,0.2278355923951026
2022-02-27,0.17087669429632693
2022-02-28,0.12815752072224518
2022-03-01,0.09611814054168388
2022-03-02,0.0720886054062629
2022-03-03,0.05406645405469717
2022-03-04,0.23846650720768958
2022-03-05,1.4392665470724342
2022-03-06,2.329449910304326
2022-03-07,1.8512540993949111
2022-03-08,1.3884405745461832
2022-03-09,1.0413304309096374
2022-03-10,0.780997823182228
2022-03-11,0.5857483673866709
2022-03-12,0.43931127554000315
2022-03-13,0.32948345665500234
2022-03-14,0.24711259249125173
2022-03-15,0.18533444436843877
2022-03-16,0.13900083327632906
2022-03-17,0.1042506249572468
2022-03-18,0.11985463538460175
2022-03-19,2.714890976538452
2022-03-20,2.786168232403839
2022-03-21,2.3604595076362123
2022-03-22,1.770344630727159
2022-03-23,1.327758473045369
2022-03-24,0.9958188547840268
2022-03-25,0.74686414108802
2022-03-26,0.5601481058160149
2022-03-27,0.4201110793620112
2022-03-28,0.31508330952150837
2022-03-29,0.8300624821411314
2022-03-30,0.9142135282725152
2022-03-31,1.3314934795377198
2022-04-01,2.3007034429866233
2022-04-02,1.9338609155733006
2022-04-03,1.7212290200133087
2022-04-04,1.8846717650099816
2022-04-05,2.1935038237574864
2022-04-06,2.353461201151448
2022-04-07,2.9317625675302526
2022-04-08,3.5425719256476897
2022-04-09,3.7715122775691006
2022-04-10,3.901550874843492
2022-04-11,3.0094964894659526
2022-04-12,2.337122367099464
2022-04-13,1.8986751086579312
2022-04-14,3.746922998160115
2022-04-15,4.039358915286753
2022-04-16,3.5399358531317313
2022-04-17,3.4049518898487987
2022-04-18,2.8766305840532653
2022-04-19,2.1574729380399487
2022-04-20,1.6181047035299614
2022-04-21,1.2135785276474709
2022-04-22,0.9101838957356031
2022-04-23,0.6826379218017022
2022-04-24,0.5119784413512767
2022-04-25,0.3839838310134575
2022-04-26,0.2879878732600931
2022-04-27,0.21599090494506984
2022-04-28,0.16199317870880237
2022-04-29,0.13191155069826843
2022-04-30,0.41143366302370143
2022-05-01,0.5481585806011094
2022-05-02,0.48403560211749874
2022-05-03,25.36302670158813
2022-05-04,19.022270026191094
2022-05-05,14.26670251964332
2022-05-06,10.70002688973249
2022-05-07,8.025020167299367
2022-05-08,6.018765125474525
2022-05-09,4.514073844105893
2022-05-10,3.60430538307942
2022-05-11,3.828229037309565
2022-05-12,3.079505111315507
2022-05-13,2.7575455001532965
2022-05-14,2.0681591251149722
2022-05-15,1.5511193438362292
2022-05-16,1.1633395078771718
2022-05-17,0.8725046309078788
2022-05-18,0.654378473180909
2022-05-19,0.4907838548856817
2022-05-20,0.3680878911642612
2022-05-21,0.2760659183731959
2022-05-22,0.2070494387798969
2022-05-23,0.15528707908492265
2022-05-24,0.11646530931369198
2022-05-25,0.08734898198526897
2022-05-26,0.06551173648895173
2022-05-27,0.049133802366713795
2022-05-28,0.036850351775035345
2022-05-29,0.02763776383127651
2022-05-30,0.02072832287345738
2022-05-31,0.8384629088217599
2022-06-01,1.2955138482829864
2022-06-02,1.84663538621224
2022-06-03,3.2078932063258474
2022-06-04,3.426753238077719
2022-06-05,2.570064928558289
2022-06-06,2.1879653630853833
2022-06-07,1.6409740223140374
2022-06-08,1.5119805167355282
2022-06-09,1.1652353875516461
2022-06-10,2.0405932073304016
2022-06-11,1.530444905497801
2022-06-12,1.1478336791233508
2022-06-13,0.8608752593425131
2022-06-14,0.6456564445068848
2022-06-15,0.48424233338016354
2022-06-16,0.3631817500351226
2022-06-17,0.491136312526342
2022-06-18,0.4933522343947565
2022-06-19,0.6929308424627341
2022-06-20,2.769698131847051
2022-06-21,2.077273598885288
2022-06-22,1.557955199163966
2022-06-23,1.1684663993729743
2022-06-24,0.8763497995297307
2022-06-25,1.6155956829806315
2022-06-26,1.3471134289021403
2022-06-27,2.7811684050099386
2022-06-28,2.0858763037574537
2022-06-29,1.5644072278180903
2022-06-30,1.1733054208635676
2022-07-01,0.8799790656476757
2022-07-02,0.6599842992357566
2022-07-03,0.49498822442681745
2022-07-04,0.37124116832011306
2022-07-05,0.2784308762400848
2022-07-06,0.20882315718006358
2022-07-07,0.15661736788504768
2022-07-08,0.30496302591378577
2022-07-09,1.6766389361020064
2022-07-10,2.7678958687431714
2022-07-11,3.128005234890712
2022-07-12,3.726003926168034
2022-07-13,3.4299196112926924
2022-07-14,3.301606375136186
2022-07-15,3.0595381146854734
2022-07-16,2.3884035860141046
2022-07-17,2.926719356177245
2022-07-18,2.2575395171329333
2022-07-19,1.6931546378497
2022-07-20,1.2698659783872748
2022-07-21,0.952399483790456
2022-07-22,0.8809662795095087
2022-07-23,1.077391376298798
2022-07-24,2.0684601988907656
2022-07-25,2.8950951491680743
2022-07-26,2.9213213618760556
2022-07-27,3.545157688073709
2022-07-28,4.106784932721949
2022-07-29,4.038422032874795
2022-07-30,3.0288165246560963
2022-07-31,2.271612393492072
2022-08-01,1.703709295119054
2022-08-02,2.217781971339291
2022-08-03,1.8300031451711347
2022-08-04,1.6225023588783511
2022-08-05,1.78979343582543
2022-08-06,1.7381784102024058
2022-08-07,2.1994671409851376
2022-08-08,3.076683689072187
2022-08-09,2.3075127668041397
2022-08-10,1.7306345751031047
2022-08-11,1.2979759313273285
2022-08-12,1.0255652818288297
2022-08-13,2.612923961371622
2022-08-14,2.44927630436205
2022-08-15,2.711957228271537
2022-08-16,2.7339679212036523
2022-08-17,3.1025592742360724
2022-08-18,2.9310861223437206
2022-08-19,3.3545645917577906
2022-08-20,4.411756777151677
2022-08-21,4.371317582863758
2022-08-22,7.007654853814485
2022-08-23,5.255741140360863
2022-08-24,3.9418058552706468
2022-08-25,2.956354391452985
2022-08-26,2.2172657935897386
2022-08-27,1.6629493451923039
2022-08-28,1.2472120088942278
2022-08-29,0.9354090066706708
2022-08-30,0.7015567550030031
2022-08-31,0.5261675662522523
2022-09-01,0.3946256746891892
2022-09-02,0.29596925601689184
2022-09-03,0.22197694201266888
2022-09-04,0.16648270650950164
2022-09-05,0.12486202988212622
2022-09-06,0.364479855744928
2022-09-07,1.3671098918086961
2022-09-08,1.7024157521898555
2022-09-09,1.4851451474757247
2022-09-10,1.2388588606067934
2022-09-11,2.1374774787884285
2022-09-12,1.9989414424246545
2022-09-13,1.799206081818491
2022-09-14,1.734821228030535
2022-09-15,1.457365921022901
2022-09-16,1.6763577741005093
2022-09-17,1.2885183305753818
2022-09-18,2.508055414598203
2022-09-19,1.9331248942819854
2022-09-20,1.509843670711489
2022-09-21,1.2886327530336166
2022-09-22,1.1227245647752124
2022-09-23,2.0087100902480763
2022-09-24,2.0690325676860573
2022-09-25,2.1871910924312097
2022-09-26,2.0466433193234073
2022-09-27,1.9949824894925554
2022-09-28,2.7254035337860834
2022-09-29,2.064885983672896
2022-09-30,1.6840811544213385
2022-10-01,1.8047275324826706
2022-10-02,1.7181289826953363
2022-10-03,1.6323467370215023
2022-10-04,1.3142600527661268
2022-10-05,1.1731950395745951
2022-10-06,1.7861462796809464
2022-10-07,1.735443043094043
2022-10-08,2.4786656156538656
2022-10-09,3.2860825450737328
2022-10-10,3.037478575471966
2022-10-11,2.3681089316039743
2022-10-12,2.265665032036314
2022-10-13,2.8554987740272355
2022-10-14,4.058290747187094
2022-10-15,4.5437180603903204
2022-10-16,3.4077885452927403
2022-10-17,4.191258075636222
2022-10-18,3.9534435567271666
2022-10-19,5.287999334212041
2022-10-20,4.445166167325698
2022-10-21,3.8859579588276065
2022-10-22,4.164468469120705
2022-10-23,3.4358513518405287
2022-10-24,2.62897184721373
2022-10-25,2.141728885410297
2022-10-26,2.377129997391056
2022-10-27,2.0120141647099588
2022-10-28,1.821510623532469
2022-10-29,2.6473829676493517
2022-10-30,2.8397038924036804
2022-10-31,2.3068612526360934
2022-11-01,3.3101459394770707
2022-11-02,4.170109454607803
2022-11-03,3.5234154242891855
2022-11-04,4.205061568216889
2022-11-05,3.5496295094960004
2022-11-06,3.5059721321220003
2022-11-07,3.2023957657581668
2022-11-08,4.881796824318625
2022-11-09,4.8280142849056356
2022-11-10,4.443927380345893
2022-11-11,4.4371122019260865
2022-11-12,5.369500818111232
2022-11-13,4.141708946916756
2022-11-14,4.9396150435209005
2022-11-15,6.574711282640676
2022-11-16,5.3685334619805065
2022-11-17,4.818066763152046
2022-11-18,3.832300072364035
2022-11-19,3.5825583876063596
2022-11-20,4.426502124038103
2022-11-21,3.34070992636191
2022-11-22,3.9855324447714326
2022-11-23,4.780816000245241
2022-11-24,4.4189453335172635
2022-11-25,3.553792333471281
2022-11-26,3.0299275834367942
2022-11-27,2.907862354244262
2022-11-28,4.4725634323498635
2022-11-29,5.114422574262398
2022-11-30,5.294150264030131
2022-12-01,3.970612698022598
